scope,season,stat_key,stat_name,anomaly_type,match_label,round_label,entity_label,raw_value,parsed_value,expected_range,notes
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Broncos v Rabbitohs,12,home,545,545,season median ~ 14.5,Value is 37.59x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Broncos v Sharks,17,away,450,450,season median ~ 14.5,Value is 31.03x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Broncos v Sharks,17,home,774,774,season median ~ 14.5,Value is 53.38x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Dragons v Knights,26,away,467,467,season median ~ 14.5,Value is 32.21x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Dragons v Knights,26,home,550,550,season median ~ 14.5,Value is 37.93x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Eels v Raiders,25,away,511,511,season median ~ 14.5,Value is 35.24x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Eels v Raiders,25,home,540,540,season median ~ 14.5,Value is 37.24x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Eels v Warriors,15,away,530,530,season median ~ 14.5,Value is 36.55x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Eels v Warriors,15,home,539,539,season median ~ 14.5,Value is 37.17x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Panthers v Bulldogs,19,away,939,939,season median ~ 14.5,Value is 64.76x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Panthers v Bulldogs,19,home,674,674,season median ~ 14.5,Value is 46.48x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Rabbitohs v Cowboys,25,away,666,666,season median ~ 14.5,Value is 45.93x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Rabbitohs v Cowboys,25,home,455,455,season median ~ 14.5,Value is 31.38x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Rabbitohs v Sharks,18,away,508,508,season median ~ 14.5,Value is 35.03x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Rabbitohs v Sharks,18,home,520,520,season median ~ 14.5,Value is 35.86x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Sharks v Knights,19,away,650,650,season median ~ 14.5,Value is 44.83x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Sharks v Knights,19,home,609,609,season median ~ 14.5,Value is 42.00x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Wests Tigers v Panthers,26,away,678,678,season median ~ 14.5,Value is 46.76x the season median
team,2005,line_breaks,Line Breaks,order_of_magnitude_high,Wests Tigers v Panthers,26,home,633,633,season median ~ 14.5,Value is 43.66x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Broncos v Bulldogs,9,away,267,267,season median ~ 39,Value is 6.85x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Broncos v Bulldogs,9,home,297,297,season median ~ 39,Value is 7.62x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Bulldogs v Panthers,25,away,276,276,season median ~ 39,Value is 7.08x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Bulldogs v Panthers,25,home,319,319,season median ~ 39,Value is 8.18x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Bulldogs v Roosters,6,away,279,279,season median ~ 39,Value is 7.15x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Bulldogs v Roosters,6,home,280,280,season median ~ 39,Value is 7.18x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Cowboys v Broncos,10,away,318,318,season median ~ 39,Value is 8.15x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Cowboys v Broncos,10,home,355,355,season median ~ 39,Value is 9.10x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Cowboys v Knights,4,away,312,312,season median ~ 39,Value is 8.00x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Cowboys v Knights,4,home,235,235,season median ~ 39,Value is 6.03x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Dragons v Panthers,10,away,294,294,season median ~ 39,Value is 7.54x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Dragons v Panthers,10,home,266,266,season median ~ 39,Value is 6.82x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Dragons v Sharks,27,away,295,295,season median ~ 39,Value is 7.56x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Dragons v Sharks,27,home,317,317,season median ~ 39,Value is 8.13x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Eels v Sharks,3,away,331,331,season median ~ 39,Value is 8.49x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Eels v Sharks,3,home,330,330,season median ~ 39,Value is 8.46x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Eels v Wests Tigers,7,away,328,328,season median ~ 39,Value is 8.41x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Eels v Wests Tigers,7,home,251,251,season median ~ 39,Value is 6.44x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Broncos,13,away,314,314,season median ~ 39,Value is 8.05x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Broncos,13,home,335,335,season median ~ 39,Value is 8.59x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Bulldogs,7,away,312,312,season median ~ 39,Value is 8.00x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Bulldogs,7,home,328,328,season median ~ 39,Value is 8.41x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Wests Tigers,10,away,334,334,season median ~ 39,Value is 8.56x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Knights v Wests Tigers,10,home,323,323,season median ~ 39,Value is 8.28x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Broncos,24,away,290,290,season median ~ 39,Value is 7.44x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Broncos,24,home,287,287,season median ~ 39,Value is 7.36x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Dragons,3,away,316,316,season median ~ 39,Value is 8.10x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Dragons,3,home,269,269,season median ~ 39,Value is 6.90x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Roosters,2,away,317,317,season median ~ 39,Value is 8.13x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Roosters,2,home,244,244,season median ~ 39,Value is 6.26x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Sharks,11,away,253,253,season median ~ 39,Value is 6.49x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Sharks,11,home,266,266,season median ~ 39,Value is 6.82x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Storm,5,away,295,295,season median ~ 39,Value is 7.56x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Panthers v Storm,5,home,213,213,season median ~ 39,Value is 5.46x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Rabbitohs v Knights,5,away,321,321,season median ~ 39,Value is 8.23x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Rabbitohs v Knights,5,home,262,262,season median ~ 39,Value is 6.72x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Rabbitohs v Sea Eagles,14,away,378,378,season median ~ 39,Value is 9.69x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Rabbitohs v Sea Eagles,14,home,223,223,season median ~ 39,Value is 5.72x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Broncos,14,away,315,315,season median ~ 39,Value is 8.08x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Broncos,14,home,352,352,season median ~ 39,Value is 9.03x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Sharks,10,away,247,247,season median ~ 39,Value is 6.33x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Sharks,10,home,299,299,season median ~ 39,Value is 7.67x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Wests Tigers,22,away,274,274,season median ~ 39,Value is 7.03x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Raiders v Wests Tigers,22,home,338,338,season median ~ 39,Value is 8.67x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Roosters v Wests Tigers,4,away,271,271,season median ~ 39,Value is 6.95x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Roosters v Wests Tigers,4,home,277,277,season median ~ 39,Value is 7.10x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Bulldogs,16,away,263,263,season median ~ 39,Value is 6.74x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Bulldogs,16,home,282,282,season median ~ 39,Value is 7.23x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Raiders,6,away,295,295,season median ~ 39,Value is 7.56x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Raiders,6,home,252,252,season median ~ 39,Value is 6.46x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Wests Tigers,9,away,265,265,season median ~ 39,Value is 6.79x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sea Eagles v Wests Tigers,9,home,259,259,season median ~ 39,Value is 6.64x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sharks v Rabbitohs,26,away,256,256,season median ~ 39,Value is 6.56x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Sharks v Rabbitohs,26,home,314,314,season median ~ 39,Value is 8.05x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Broncos,4,away,280,280,season median ~ 39,Value is 7.18x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Broncos,4,home,233,233,season median ~ 39,Value is 5.97x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Eels,6,away,304,304,season median ~ 39,Value is 7.79x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Eels,6,home,323,323,season median ~ 39,Value is 8.28x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Knights,1,away,316,316,season median ~ 39,Value is 8.10x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Knights,1,home,276,276,season median ~ 39,Value is 7.08x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Sharks,8,away,263,263,season median ~ 39,Value is 6.74x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Storm v Sharks,8,home,326,326,season median ~ 39,Value is 8.36x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Knights,24,away,352,352,season median ~ 39,Value is 9.03x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Knights,24,home,329,329,season median ~ 39,Value is 8.44x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Sea Eagles,1,away,327,327,season median ~ 39,Value is 8.38x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Sea Eagles,1,home,300,300,season median ~ 39,Value is 7.69x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Storm,14,away,352,352,season median ~ 39,Value is 9.03x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Warriors v Storm,14,home,283,283,season median ~ 39,Value is 7.26x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Wests Tigers v Cowboys,30,away,446,446,season median ~ 39,Value is 11.44x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Wests Tigers v Cowboys,30,home,388,388,season median ~ 39,Value is 9.95x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Wests Tigers v Warriors,5,away,287,287,season median ~ 39,Value is 7.36x the season median
team,2005,offloads,Offloads,order_of_magnitude_high,Wests Tigers v Warriors,5,home,358,358,season median ~ 39,Value is 9.18x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Broncos v Rabbitohs,12,away,271,271,season median ~ 19,Value is 14.26x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Broncos v Rabbitohs,12,home,310,310,season median ~ 19,Value is 16.32x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Broncos v Sharks,17,away,298,298,season median ~ 19,Value is 15.68x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Broncos v Sharks,17,home,302,302,season median ~ 19,Value is 15.89x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Dragons v Knights,26,away,295,295,season median ~ 19,Value is 15.53x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Dragons v Knights,26,home,277,277,season median ~ 19,Value is 14.58x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Eels v Raiders,25,away,372,372,season median ~ 19,Value is 19.58x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Eels v Raiders,25,home,251,251,season median ~ 19,Value is 13.21x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Eels v Warriors,15,away,327,327,season median ~ 19,Value is 17.21x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Eels v Warriors,15,home,351,351,season median ~ 19,Value is 18.47x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Panthers v Bulldogs,19,away,308,308,season median ~ 19,Value is 16.21x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Panthers v Bulldogs,19,home,317,317,season median ~ 19,Value is 16.68x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Rabbitohs v Cowboys,25,away,273,273,season median ~ 19,Value is 14.37x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Rabbitohs v Cowboys,25,home,282,282,season median ~ 19,Value is 14.84x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Rabbitohs v Sharks,18,away,327,327,season median ~ 19,Value is 17.21x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Rabbitohs v Sharks,18,home,287,287,season median ~ 19,Value is 15.11x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Sharks v Knights,19,away,346,346,season median ~ 19,Value is 18.21x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Sharks v Knights,19,home,325,325,season median ~ 19,Value is 17.11x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Wests Tigers v Panthers,26,away,227,227,season median ~ 19,Value is 11.95x the season median
team,2005,tackle_breaks,Tackle Breaks,order_of_magnitude_high,Wests Tigers v Panthers,26,home,342,342,season median ~ 19,Value is 18.00x the season median
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Rabbitohs,12,away,189,3.15,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Rabbitohs,12,home,164,2.7333333333333334,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sharks,17,away,209,3.4833333333333334,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sharks,17,home,191,3.183333333333333,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Knights,26,away,175,2.9166666666666665,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Knights,26,home,167,2.783333333333333,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Eels v Raiders,25,away,139,2.316666666666667,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Eels v Raiders,25,home,201,3.35,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Eels v Warriors,15,away,177,2.95,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Eels v Warriors,15,home,173,2.8833333333333333,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Panthers v Bulldogs,19,away,185,3.0833333333333335,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Panthers v Bulldogs,19,home,190,3.1666666666666665,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Rabbitohs v Cowboys,25,away,187,3.1166666666666667,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Rabbitohs v Cowboys,25,home,160,2.6666666666666665,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Rabbitohs v Sharks,18,away,183,3.05,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Rabbitohs v Sharks,18,home,194,3.2333333333333334,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Sharks v Knights,19,away,203,3.3833333333333333,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Sharks v Knights,19,home,214,3.566666666666667,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Wests Tigers v Panthers,26,away,207,3.45,stat-specific sanity range,
team,2005,time_in_possession,Time In Possession,time_in_possession_out_of_range,Wests Tigers v Panthers,26,home,166,2.7666666666666666,stat-specific sanity range,
team,2006,all_run_metres,All Run Metres,order_of_magnitude_high,Storm v Broncos,30,away,"1,616",1616,season median ~ 16,Value is 101.00x the season median
team,2006,all_run_metres,All Run Metres,order_of_magnitude_high,Storm v Broncos,30,home,"1,604",1604,season median ~ 16,Value is 100.25x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Cowboys v Sea Eagles,2,away,312,312,season median ~ 32,Value is 9.75x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Cowboys v Sea Eagles,2,home,233,233,season median ~ 32,Value is 7.28x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Raiders v Broncos,22,away,273,273,season median ~ 32,Value is 8.53x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Raiders v Broncos,22,home,330,330,season median ~ 32,Value is 10.31x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Raiders v Roosters,16,away,316,316,season median ~ 32,Value is 9.88x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Raiders v Roosters,16,home,285,285,season median ~ 32,Value is 8.91x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Cowboys,21,away,251,251,season median ~ 32,Value is 7.84x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Cowboys,21,home,259,259,season median ~ 32,Value is 8.09x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Eels,24,away,256,256,season median ~ 32,Value is 8.00x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Eels,24,home,307,307,season median ~ 32,Value is 9.59x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Knights,22,away,246,246,season median ~ 32,Value is 7.69x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Roosters v Knights,22,home,345,345,season median ~ 32,Value is 10.78x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Sharks v Warriors,12,away,316,316,season median ~ 32,Value is 9.88x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Sharks v Warriors,12,home,253,253,season median ~ 32,Value is 7.91x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Storm v Broncos,30,away,392,392,season median ~ 32,Value is 12.25x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Storm v Broncos,30,home,409,409,season median ~ 32,Value is 12.78x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Warriors v Sea Eagles,5,away,281,281,season median ~ 32,Value is 8.78x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Warriors v Sea Eagles,5,home,279,279,season median ~ 32,Value is 8.72x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Warriors v Wests Tigers,11,away,324,324,season median ~ 32,Value is 10.13x the season median
team,2006,offloads,Offloads,order_of_magnitude_high,Warriors v Wests Tigers,11,home,317,317,season median ~ 32,Value is 9.91x the season median
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Bulldogs,12,away,208,3.466666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Bulldogs,12,home,191,3.183333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Cowboys,1,away,195,3.25,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Cowboys,1,home,152,2.533333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Dragons,15,away,159,2.65,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Dragons,15,home,176,2.933333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Eels,3,away,194,3.2333333333333334,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Eels,3,home,189,3.15,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Panthers,7,away,179,2.9833333333333334,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Panthers,7,home,193,3.216666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Rabbitohs,5,away,153,2.55,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Rabbitohs,5,home,183,3.05,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sea Eagles,10,away,151,2.5166666666666666,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sea Eagles,10,home,197,3.283333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sharks,17,away,150,2.5,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Broncos v Sharks,17,home,193,3.216666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Broncos,24,away,197,3.283333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Broncos,29,away,166,2.7666666666666666,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Broncos,24,home,190,3.1666666666666665,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Broncos,29,home,173,2.8833333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Cowboys,15,away,204,3.4,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Cowboys,15,home,199,3.316666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Dragons,23,away,168,2.8,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Dragons,23,home,195,3.25,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Eels,10,away,187,3.1166666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Eels,10,home,184,3.066666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Knights,13,away,157,2.6166666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Knights,13,home,189,3.15,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Raiders,14,away,176,2.933333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Raiders,27,away,147,2.45,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Raiders,14,home,190,3.1666666666666665,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Raiders,27,home,191,3.183333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Sharks,11,away,175,2.9166666666666665,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Sharks,11,home,160,2.6666666666666665,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Wests Tigers,2,away,119,1.9833333333333334,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Bulldogs v Wests Tigers,2,home,184,3.066666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Broncos,20,away,163,2.716666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Broncos,20,home,203,3.3833333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Eels,26,away,180,3,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Eels,26,home,183,3.05,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Knights,24,away,184,3.066666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Knights,24,home,201,3.35,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Panthers,9,away,184,3.066666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Panthers,9,home,207,3.45,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Rabbitohs,17,away,152,2.533333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Rabbitohs,17,home,202,3.3666666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Raiders,12,away,189,3.15,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Raiders,12,home,226,3.7666666666666666,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Sharks,14,away,184,3.066666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Sharks,14,home,176,2.933333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Wests Tigers,5,away,144,2.4,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Cowboys v Wests Tigers,5,home,158,2.6333333333333333,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Bulldogs,19,away,183,3.05,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Bulldogs,19,home,165,2.75,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Cowboys,16,away,157,2.6166666666666667,stat-specific sanity range,
team,2006,time_in_possession,Time In Possession,time_in_possession_out_of_range,Dragons v Cowboys,16,home,167,2.783333333333333,stat-specific sanity range,
